,Date,Heading,News,url
10," October 10, 2023 12:20 am | Updated 10:10 am IST ","
Original sin: on the attack on Israel and the occupation of Palestine
","To enjoy additional benefitsCONNECT WITH US October 10, 2023 12:20 am | Updated 10:10 am IST 
COMMents
 SHARE

READ LATER
The unprecedented surprise attack by Hamas on Israel on Saturday, killing some 700 people, should serve as a reminder of the unsustainability of the situation in the occupied and blockaded Palestinian territories and the dangers that non-state actors such as Hamas pose to Israel, no matter how strong their military and intelligence agencies are. Tensions have been flaring in the West Bank for months, but nobody expected such a coordinated, low-tech yet lethal incursion from Gaza. The West Bank has seen violence on a daily basis in recent months. Before Saturday’s attack, some 200 Palestinians and 30 Israelis were killed this year alone. The Benjamin Netanyahu government largely ignored the violence, and went ahead with its other policy preferences, including the overhaul of the judiciary. The Israeli military described the situation in Gaza as “stable instability”, noting that the situation, though volatile, was under control. And then came the Hamas attack, reminiscent of the 1973 Yom Kippur war when Egypt and Syria shook Israel. Hamas, an Islamist militant organisation that carried out suicide attacks in the 1990s and early 2000s, showed no distinction between civilians and soldiers, dealing the bloodiest blow to Israel in recent history.The attack raises moral and pragmatic questions. Hamas’s indiscriminate violence against Israeli civilians is repugnant and is not going to help the Palestinian cause in any way. On the contrary, it will put more Palestinian lives at risk as Israel, equally disregarding civilian casualties, is pounding the besieged enclave. But at the same time, Palestinian territories, under the yoke of the longest occupation in modern history, have been a fuming volcano. There is no peace process. Israel has continued to build settlements in the West Bank, raising security barriers and checkpoints, limiting Palestinian movements, and never hesitating to use force or collective punishment to keep organised Palestinians under check. This status quo has only turned Palestinians more radical and Hamas even stronger. Israel has now declared war. But past attacks — ground invasions and air strikes — have done little to weaken Hamas. West Asia has also witnessed geopolitical realignments in recent years — from the Israel-Arab reconciliation to the Iran-Saudi détente. But these changes have conveniently sidestepped the occupation of Palestine, West Asia’s original sin, letting the status quo prevail. But the status quo cannot prevail without consequences. If Israel and other regional and international players want lasting peace and stability in the region, their focus must turn to finding a solution to the question of Palestine. The military operations without addressing the core issue would only be cosmetic interventions. 
COMMents
 SHARE

Israel

/

Palestine

/

unrest, conflicts and war

/

Iran

/

Saudi Arabia

/

peace negotiations
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/original-sin-on-the-attack-on-israel-and-the-occupation-of-palestine/article67400015.ece
11," October 10, 2023 12:10 am | Updated 07:32 am IST ","
Glittering show: on India’s medal tally at the Asian Games  
","To enjoy additional benefitsCONNECT WITH US October 10, 2023 12:10 am | Updated 07:32 am IST 
COMMents
 SHARE

READ LATER
India’s returns of over a hundred medals from the Hangzhou Asian Games is a watershed moment in its sporting history. The momentous achievement has understandably sent the country into a state of euphoria that has even overshadowed the start of the Men’s Cricket World Cup. The 107 medals India clinched (28 gold, 38 silver and 41 bronze) is its best-ever tally, head and shoulders above the previous high of 70 secured at Jakarta 2018. While a lion’s share of the gold medals came from the three disciplines of track and field (six), shooting (seven) and archery (five), India earning podium finishes across 22 different sports points to the nation’s increasing diversification of excellence. The rowers, squash players, kabaddi stars and the men’s hockey team impressed; there was a first-ever gold medal in equestrian; new heroes were found in roller-skating, wind-surfing, wushu and sepaktakraw. Even cricket, which has long lived an insular life away from multi-disciplinary extravaganzas, joined the party, contributing to India’s tally with two golds. This being a visual era, some moments are sure to remain etched in the collective memory, like Parul Chaudhary’s stunning heist in the final 50 metres to win the women’s 5000m and Kishore Jena leading Olympic and World Champion Neeraj Chopra in men’s Javelin before settling for a creditable silver.However, at continental games, harsh as it may sound, some medals are worth more than others. Sports such as badminton and table tennis see near world-level competition in Asia, which adds a bit more lustre to the medals won. Satwiksairaj Rankireddy and Chirag Shetty’s gold in men’s doubles badminton, H.S. Prannoy’s bronze in men’s singles badminton, and Sutirtha and Ayhika Mukherjee’s stunning win over the Chinese world champions in Chen Meng and Wang Yidi in women’s doubles table tennis to ensure a bronze all fall into this category. Additional perspective can be gleaned from the fact that of the 28 golds, only 12 have come in events that are part of the Olympics roster. Even here, just a handful of marks, like Neeraj’s 88.88m throw, are world-beating. This shows that while Indian sport has come a long way, a lot more needs to be done to bridge the gap with global standards. The Union government, Sports Authority of India and various State governments have come up with a plethora of initiatives to help athletes. But they are perennially threatened by inefficient administrators, factionalism in federations, endless court battles and the giant doping cloud that hangs around. For the head to be held high, the body and the legs cannot be allowed to falter. 
COMMents
 SHARE

athletics, track and field

/

China

/

India

/

sport

/

cricket

/

squash

/

kabaddi

/

Hockey

/

windsurfing

/

badminton

/

table tennis

/

government
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/glittering-show-on-indias-medal-tally-at-the-asian-games/article67400033.ece
12," October 09, 2023 12:20 am | Updated 10:13 pm IST ","NewsClick non-case: On the strange case of a terrorism FIR without a terrorist act
","To enjoy additional benefitsCONNECT WITH US October 09, 2023 12:20 am | Updated 10:13 pm IST 
COMMents
 SHARE

READ LATER
The FIR registered by the Delhi Police against Prabir Purkayastha, the founder of NewsClick, and others is a vague amalgam of sweeping accusations that do not actually disclose any offence, leave alone one of terrorism. Without citing any published content, the FIR alleges offences that range from hatching a conspiracy to undermine the country’s security to disrupting the 2019 parliamentary polls, from causing disaffection against the government to disrupting essential services. It invokes provisions of the Unlawful Activities (Prevention) Act (UAPA) and penal provisions relating to conspiracy and promoting enmity between different groups. Quite notably, it does not mention any overt act that may be described as unlawful activity or a terrorist act. There is a general description that foreign funds were infused illegally into India by forces inimical to the country with the objective of causing disaffection against the government, disrupting the sovereignty and territorial integrity of India, and threatening its unity and security. It refers to a ‘conspiracy’ based on purported email exchanges to show Arunachal Pradesh and Kashmir as “not part of India”, and also moves to protract the farmers’ agitation of 2020-21 and thereby disrupt supply of services and other essential supplies.Overall, it is quite clear that the police are combining the remittances by American businessman Neville Roy Singham in NewsClickwith its journalistic content to build a case that “Chinese” funds are being used for propaganda, fomenting unlawful activities, and undermining the country’s security. The UAPA is also conducive to such misuse as its widely defined terms can as easily help criminalise people for ‘thought crimes’ as for their acts. The resort to UAPA is also a tactical aid to prolong the incarceration of dissenters and the disfavoured, and send out a chilling message to the wider media fraternity. There is also the likely electoral spin-off in its potential for the ruling BJP to milk the ‘Chinese conspiracy’ theory in the run-up to the Lok Sabha polls. A related question is whether the alleged creation of shell companies by two telecom companies does not merit more than a casual mention in an unrelated FIR and warrant a separate probe into these conduits for funding terror. In mentioning that a lawyer was among those who helped create a legal network for these companies’ defence, the police seem to be considering criminalising legal services. The case flags a disturbing trend: the present regime’s propensity to misuse anti-terror laws and invoke national security sentiment to undermine individual and media rights.
COMMents
 SHARE

terrorism (crime)

/

laws

/

media
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/newsclick-non-case-the-hindu-editorial-on-the-strange-case-of-a-terrorism-fir-without-a-terrorist-act/article67397093.ece
13," October 09, 2023 12:15 am | Updated 12:15 am IST ","
Tightrope walk: On RBI holding rates
","To enjoy additional benefitsCONNECT WITH US October 09, 2023 12:15 am | Updated 12:15 am IST 
COMMents
 SHARE

READ LATER
The decision of the RBI’s Monetary Policy Committee (MPC) to leave interest rates unchanged even as the central bank warned of the major risk that ‘high inflation’ poses to macroeconomic stability is a clear sign that monetary authorities find themselves caught in a cleft stick. After a relatively benign first quarter, when headline retail inflation averaged 4.63% as against the RBI’s projection of 4.6%, price gains measured by the Consumer Price Index (CPI) accelerated sharply in the last quarter with July and August seeing readings of 7.44% and 6.83%, respectively. In a tacit acknowledgment of its misjudgment of inflationary trends, the MPC last week raised its projection for average second-quarter inflation by 20 basis points, from the August forecast of 6.2% to 6.4%. And even this projection appears overly optimistic if one considers that the headline number will need to have slowed drastically to less than 5% in September for the RBI’s prognosis to be validated. For now, the MPC is hoping that the recent reduction in domestic LPG prices combined with a lowering of vegetable prices would provide some near-term respite to price pressures. Governor Shaktikanta Das underlined the RBI’s willingness to resort to Open Market Operation sales of securities to suck out excess funds from the system if it sees reason to believe that liquidity may be rising to a level where it could undermine the overall monetary policy stance.The RBI’s unwillingness to walk the talk and raise interest rates further, even while reiterating the threat to overall economic stability from unmoored inflation expectations, reflects an unstated concern that the growth momentum still remains rather tenuous. The recent debate on the integrity of the NSO’s data on economic growth estimates, and concern that the methodology used to posit 7.8% real GDP growth in the first quarter may have given rise to an overestimation, have to be seen in tandem with economic forecasters’ increased caution over India’s GDP growth outlook for the current fiscal year. Mr. Das acknowledged the weakness in India’s goods exports and the uneven monsoon, which has also led to a drop in kharif sowing of crucial oilseeds and pulses, as key risks to the RBI’s projection for 6.5% GDP growth in FY24. With the rupee already having weakened by about 0.7% since the last policy meeting in August, the RBI also runs the risk of importing inflation and adding to the external sector vulnerabilities if it fails to raise interest rates.
COMMents
 SHARE

Reserve Bank of India

/

interest rate

/

inflation and deflation
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/tightrope-walk-the-hindu-editorial-on-rbi-holding-rates/article67397102.ece
14," October 07, 2023 12:15 am | Updated 08:05 am IST ","
Fractured collective: On Kevin McCarthy’s ouster as U.S. House Speaker
","To enjoy additional benefitsCONNECT WITH US October 07, 2023 12:15 am | Updated 08:05 am IST 
COMMents
 SHARE

READ LATER
The “surprise” ouster of U.S. House of Representatives Speaker Kevin McCarthy from the top post of the lower chamber of Congress has once again left the Republican Party exposed as a fractured collective. The tenure of Mr. McCarthy, the first ever Speaker in U.S. history to be ejected from the chair, came to an end after Florida Congressman Matt Gaetz invoked a relatively rarely used clause called a “motion to vacate”, which was ironically a concession made by Mr. McCarthy to his Republican opponents to win them over during his arduous campaign to be Speaker in early 2023. The ensuing vote saw Mr. McCarthy, a lawmaker from California, defeated by 216 votes against 210 that supported his continuance as Speaker. Eight Republicans sided with the entire Democratic Caucus of the House to deny Mr. McCarthy his political ambitions in Congress. Particularly vociferous in their resistance to being governed by Mr. McCarthy were members of the Republican Freedom Caucus and their allies, who appeared to resent his cooperation with Democrats on critical policy matters. The most significant among these were bipartisan efforts to avoid a federal government shutdown by raising the debt ceiling. Towards this goal, Mr. McCarthy had signed off on a 45-day temporary spending bill, much to the chagrin of his Republican detractors in the House.Therein lies an indication of the malaise gripping the Republican Party — that there is a vocal faction within the party that sees itself as closely aligned with the political outlook of former President Donald Trump, urging not only for smaller government and lower public expenditure, but also seeking to influence areas of U.S. foreign policy, for example by calling for cuts to U.S. funding to Ukraine in its war efforts against the Russian invasion. This group, described by some as the “GOP radicals”, rejects the notion of compromise, even when it comes at a potentially catastrophic economic cost, such as the shutdown of the government’s critical functions. Indeed, Mr. McCarthy tried to placate this group by denying President Joe Biden his request for $6 billion in support of Ukraine and by announcing a plan to impeach the president on charges related to allegations of wrongdoing by the latter’s son, Hunter Biden, but failed. Ultimately, however, the recalcitrance of this group could prove to be politically costly for the entire party, as 2024 is an election year. This matters especially in the context of independent voters, who often carry the swing votes but would likely walk away from a party that has failed to put its house in order and present a united front at the hustings.
COMMents
 SHARE

USA
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/fractured-collective-the-hindu-editorial-on-kevin-mccarthys-ouster-as-us-house-speaker/article67389933.ece
15," October 07, 2023 12:15 am | Updated 11:47 am IST ","
Revenue riddles: On GST inflows and areas of concern
","To enjoy additional benefitsCONNECT WITH US October 07, 2023 12:15 am | Updated 11:47 am IST 
COMMents
 SHARE

READ LATER
Halfway through the financial year, India’s gross revenues from the Goods and Services Tax (GST) stand at over ₹9.92 lakh crore, marking an 11.1% increase over collections between April and September 2022. The average monthly revenues in 2023-24 are a healthy ₹1,65,418 crore, with four of the six occasions that the GST kitty has crossed ₹1.6 lakh crore occurring in this fiscal. At almost ₹1.63 lakh crore, September’s GST collections were a tad below the average, but 2.3% over August’s inflows that had marked a three-month low. With the festive season kicking in, collections over ₹1.6 lakh crore may persist through this quarter. The government appears comfortably placed regarding GST revenues in the fiscal context, with room to spare for some moderation in inflows during the January-March 2024 quarter when the central bank expects real GDP growth to slow to 5.7% from 7.8% in the first quarter. Beyond the macro resilience that these numbers indicate, a few areas of concern deserve closer scrutiny from policymakers and the GST Council which convenes today.One, there is a discernible slowdown in the growth of GST inflows, which dropped to 10.2% in September, the slowest uptick since July 2021. The average growth between July and September dipped to 10.6% in the second quarter from 11.5% in the first. Growth from domestic transactions and services imports has slowed to 14% over the past two months, from 18% in June. It is important to note that revenues in September, based on transactions undertaken in August, also include pending dues from businesses since the start of the GST regime in 2017-18 as the deadline to remit them was September 30. Moreover, e-invoicing became mandatory for all firms with a turnover of over ₹5 crore since August 1, so there was another compliance push at work. Distilling these effects is necessary to gauge the extent of growth that stemmed from actual consumption and production upticks. That a record 9.34 crore e-way bills generated during August did not translate into the highest-ever revenues may suggest that transaction sizes have shrunk, for instance. Another puzzling trend is seen in revenues from goods imports that have shrunk four times this year. Of course, the lower goods import bills recorded this year will reflect in lower GST intakes. However, imports hit a nine-month high of $58.6 billion in August, 10.75% over July’s import bill. Yet, revenues collected in September were 5.7% below the previousmonth’skitty. This does not add up. Authorities must dig deeper to check for revenue leakages from imports.
COMMents
 SHARE

taxes and duties
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/revenue-riddles-the-hindu-editorial-on-gst-inflows-and-areas-of-concern/article67389922.ece
16," October 06, 2023 12:28 am | Updated 11:40 am IST ","
Equality and identity: On the findings of the Bihar caste count
","To enjoy additional benefitsCONNECT WITH US October 06, 2023 12:28 am | Updated 11:40 am IST 
COMMents
 SHARE

READ LATER
The significance of Bihar conducting a caste survey and publishing a caste-wise count of its population is quite immense. The survey, which had all the trappings of a census, complete with a two-stage process of house-listing followed by the eliciting of information from the households, has shown that 63% of Bihar’s 13 crore population belong to castes listed under the Extremely Backward Classes (EBC) and Other Backward Classes (OBC) categories. The socio-economic profiles of the people have also been recorded, but are yet to be revealed. At the national level, it may give a boost to the political demand for a country-wide caste census and push the judicial discourse towards reconsidering the 50% legal ceiling on total reservation in education and government services. In terms of party politics, it may open a new chapter in the traditional conflict between the BJP seeking to consolidate all sections of Hindus into one massive support base and other parties banking on different sections of the OBCs. At a time when Hindutva is seen to have trumped parties that banked on OBC assertion, influential social groups may now sense an opportunity to leverage their size to get their interests advanced by the political class. On the legal side, the numbers may be utilised to present the sort of ‘quantifiable data’ that the judiciary has been asking for to justify the levels of reservation obtaining in various States.Bihar’s exercise marks a precedent on how a caste count should be conducted. The methodology included giving a code to each of the 214 castes in the State’s lists of castes. Sub-castes and sects were identified in advance and subsumed under a broader caste name. This meant that the enumerators could assign a code to any caste name given by a respondent. A major reason for the Union government not releasing the caste-related details of its 2011 ‘Socio-economic and Caste Census’ was that the data it yielded was too confusing and unwieldy. As many as 46 lakh castes were named by the people, presumably because they gave castes, sub-castes, sects, clans, and surnames when asked to name their castes. While there are functional and practical advantages to knowing exact caste numbers, it is not to be forgotten that the larger goal of the Constitution remains the attainment of a casteless society. Affirmative action indeed helps address inequities in society. The state must also look for ways to ensure equality of opportunity and equitable distribution of resources without accentuating caste identity.
COMMents
 SHARE

Bihar

/

Caste

/

Socio Economic And Caste Census

/

population and census
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/equality-and-identity-the-hindu-editorial-on-the-findings-of-the-bihar-caste-count/article67385245.ece
17," October 06, 2023 12:22 am | Updated 11:39 am IST ","
Inspiring colours: On the 2023 Chemistry Nobel
","To enjoy additional benefitsCONNECT WITH US October 06, 2023 12:22 am | Updated 11:39 am IST 
COMMents
 SHARE

READ LATER
Travelling in a bus can be an enjoyable experience if you have your own seat, the vehicle is not crowded, and there is a nice breeze. But if the bus is packed with people, you can get irritable. Something similar happens to atoms: if they are contained in a vessel at a low density, they behave in a certain way, but if they are packed densely together, with little moving space, something new happens. The 2023 Nobel Prize in Chemistry has been awarded to three people who found out what happens. Technically, they have been selected for discovering and refining quantum dots — small crystals a few nanometres wide. Each quantum dot has only a few thousand atoms (whereas a single droplet of water can have a sextillion). And because the atoms are packed so closely together in the dot, their electrons are very close to each other. In this setting, the laws of quantum mechanics describe the behaviour of quantum dots — so much so that an entire dot can mimic the behaviour of an atom. The dots have another famous property. If you shine some light on a quantum dot, it will absorb and re-emit that light at a different frequency (or colour) depending on its size. Smaller dots emit light of higher frequency (bluer) and vice versa. So, a quantum dot made of some material would respond in one way whereas a quantum dot made of the same material but smaller would respond differently. For these reasons, quantum dots have found many applications in transistors, lasers, medical imaging, and quantum computing. In 1981, Alexei Ekimov, then working in the Soviet Union, first synthesised quantum dots ‘frozen’ inside glass. Two years later, Louis Brus synthesised quantum dots in a solution in the U.S., and worked out their quantum-physical properties. Finally, Moungi Bawendi, whose work on quantum dots began as a student under Dr. Brus, found a way to make quantum dots of high quality in an easy and reliable way in 1993. For their contributions, they have shared the Nobel Prize.Some of the most fascinating scientific discoveries, for all their technical sophistication, are actually innocuous in their appeal. Quantum dots are one such. Understanding why they behave the way they do requires specialised knowledge of quantum mechanics, but quantum mechanics do not dictate their behaviour. Dr. Ekimov himself was inspired by the colours in stained glass. While quantum dots light up LED screens and the location of a tumour that needs to be removed, it is important not to lose sight of the colours — the reds, the greens, and the blues — and whatever more they might inspire.
COMMents
 SHARE

award and prize

/

chemistry
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/inspiring-colours-the-hindu-editorial-on-the-2023-chemistry-nobel/article67385233.ece
18," October 05, 2023 12:15 am | Updated 03:54 pm IST ","
Undeclared Emergency: On the arrests and actions in Newsclick case
","To enjoy additional benefitsCONNECT WITH US October 05, 2023 12:15 am | Updated 03:54 pm IST 
COMMents
 SHARE

READ LATER
Even for a government that has shown itself to be intolerant of critical journalism, the actions by the Bharatiya Janata Party-led regime on the news website NewsClick smack of extreme vendetta and brazen harassment. The government has, thus far, disclosed no specific allegation on what exactly merited the arrest of the site’s Editor-in-Chief Prabir Purkayastha and another person under the draconian provisions of the Unlawful Activities (Prevention) Act among others. Reportedly, the website is under investigation for a “terror case with Chinese links”, but no article or content has been brought to light that allegedly suggests any link to “terror” or pro-Chinese propaganda. The news organisation has also said it has not been given a copy of the First Information Report or informed about the particulars of the offences it has been charged with. And yet, the journalists, contributors and employees associated with it have been subjected to raids, with many of their mobile phones and laptops seized. These actions against the website are not new — it has been under the scrutiny of the Enforcement Directorate (ED) and the Income-Tax Department since 2021, with seizures of electronic equipment, but no charge sheet was ever filed against it. The Delhi High Court, finding a prime facie case in favour of NewsClick, granted interim protection to Mr. Purkayastha from arrest and also deterred the ED from taking coercive action against the organisation. A lower court had dismissed a complaint filed by the Income-Tax department on a similar matter.The trigger for the set of actions now is apparently an article in The New York Times that questioned the motives of an investor in NewsClick and alleged his proximity to the Chinese government, but it did not point to any specific article on the site that amounted to illegal propaganda against India. Government representatives first engaged in a systematic vilification and disinformation campaign against the site based on this article. Tuesday’s actions seem driven by an impulse to scapegoat a media outlet and to bring about, therefore, a chilling effect on critical journalism. No government can or should so brazenly target journalists solely based on suspicion about its funding and thereby undermine the freedom of expression, which is guaranteed under the Constitution. Mr. Purkayastha was arrested and kept in jail during the Emergency in 1975 under the draconian Maintenance of Internal Security Act, on trumped up charges, when he was a student-activist at Jawaharlal Nehru University. Today, history seems to be repeating itself, but without even the fig leaf of a declared Emergency.
COMMents
 SHARE

government

/

Bharatiya Janata Party

/

arrest

/

media

/

laws

/

China

/

terrorism (crime)

/

judiciary (system of justice)

/

freedom of the press

/

history

/

constitution

/

Instagram stories
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/undeclared-emergency-the-hindu-editorial-on-the-arrests-in-the-newsclick-case/article67380803.ece
19," October 05, 2023 12:10 am | Updated 12:38 am IST ","
Let there be light: On the 2023 physics Nobel
","To enjoy additional benefitsCONNECT WITH US October 05, 2023 12:10 am | Updated 12:38 am IST 
COMMents
 SHARE

READ LATER
According to the laws of quantum mechanics, the observable properties of electrons in matter — like a fruit or a rock — change in a few hundred attoseconds. One attosecond is 10-18 seconds. To study these extremely rapid changes, special tools are needed, and Anne L’Huillier, Pierre Agostini, and Ferenc Krausz have received the 2023 physics Nobel Prize for building these tools. From the late 1980s, Dr. L’Huillier led several studies that found that an infrared beam shone on a volume of a noble gas produced multiple overtones: waves whose wavelength was an integer-fraction of the ‘original’ light wave. Her team also observed a peculiar relationship between the original wave’s frequency and the intensity of the overtones, and explained it using the existing laws of quantum mechanics — a milestone. If the overtone waves’ peaks lined up, they would combine to produce a more intense peak (constructive interference); when one wave’s peak coincided with another’s trough, they would cancel themselves out (destructive interference). Physicists realised that this reinforcing effect could be timed such that the gas emitted intense peaks with a pulse duration of a few attoseconds, with destructive interference achieving the cut-off. Dr. Agostini and company demonstrated this in 2001 by producing light with a pulse duration of 250 attoseconds. In the same year, Dr. Krausz and company isolated a single pulse, 650 attoseconds in duration, and used it to measure the kinetic energy of electrons kicked out from krypton atoms by a bunch of photons. Attosecond physics had finally arrived.The medicine Nobel Prize this year celebrated the invention of mRNA vaccines and their effect on the COVID-19 pandemic. The utility for people here was straightforward, whereas that for attosecond physics is not. However, the absence of evidence is not evidence of absence. The specific dynamics of electrons matter in settings with potentially immediate value, including biochemistry, diagnostics, superconductivity, and manufacturing techniques. Thanks to the laureates’ work, scientists have a way to illuminate hitherto unknown possibilities with discoveries of phenomena that live and die in attoseconds. Then again, humans rarely have all the information required to judge whether a particular discovery or invention could be of value later. The 2016 chemistry laureates were feted for building motors with individual molecules — a feat with no known applications at the time, but to achieve it, they devised techniques that improved other areas of chemistry. To paraphrase one of these laureates, J. Fraser Stoddard, there is important value in making something that was hard to do before easier to do today, and “we still have the excitement of finding out what [its applications] might be”. 
COMMents
 SHARE

award and prize

/

Sweden

/

physics
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/let-there-be-light-the-hindu-editorial-on-the-2023-physics-nobel/article67380231.ece
20," October 04, 2023 12:20 am | Updated 08:20 am IST ","
Shot in the arm: On the Medicine Nobel 2023
","To enjoy additional benefitsCONNECT WITH US October 04, 2023 12:20 am | Updated 08:20 am IST 
COMMents
 SHARE

READ LATER
All nominees for the Nobel Prize in Physiology or Medicine have path-breaking achievements to their credit, but often, the final choice of the winner might have a lot to do with the timing and the context. Katalin Karikó and Drew Weissman would have thus been safe bets for their work that enabled the development of effective mRNA vaccines against COVID-19. The 2023 Nobel announcement comes as no surprise, given that the benefits of the discovery are still keeping people alive and out of hospitals. It also ticks all the boxes: the Nobel prize for Medicine must be awarded for a discovery that would confer the ‘greatest benefit on mankind’ which mRNA undoubtedly did. This Nobel is also significant in that it recognises the contribution of a woman of science: 13 women have now won the Nobel Prize for Medicine (out of 225 awarded); and only 62 women have won any Nobel Prize (against 894 men) so far.The best outcomes inevitably emerge from intersectoral collaborations, and steadfast scientific research conducted against all odds. Hungarian biochemist Katalin Karikó became fascinated with mRNA when it was a mere possibility. In human cells, genetic information encoded in DNA is transferred to messenger RNA (mRNA) and this is then used as a template for protein production. Proteins are the main structural component of cells, and play a key role in growth and repair. During the 1980s, a method called in vitro transcription permitted the idea of using mRNA for vaccine and therapy to take off, but enthusiasm to work on this flagged as several hurdles emerged, including challenges in delivery and inflammatory reactions. Undeterred, Karikó kept on the course of developing methods to use mRNA for therapy, when she was an assistant professor at the University of Pennsylvania. She was then joined by immunologist Weissman, who was studying dendritic cells that have important functions in immune surveillance and activation of vaccine-induced immune responses. Over the years, by making base modifications to the mRNA they managed to ease delivery paths and get rid of the inflammatory reactions. An inchoate idea was finally teased into fruition. This was in 2005, 15 years before the COVID-19 pandemic. But the time and context arrived in 2019, when scientists taught the mRNA vaccine to instruct human cells to make the S protein found on the surface of the COVID-19 virus. This causes the body to create antibodies which will fight the virus if the individual were to contract the infection. The rest, of course, is history. 
COMMents
 SHARE

medicine

/

award and prize

/

Coronavirus

/

vaccines
BACK TO TOPComments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines  for posting your comments. We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",https://www.thehindu.com/opinion/editorial/shot-in-the-arm-on-the-medicine-nobel-2023/article67375685.ece
